ID,REVIEW,LABEL,LENGTH,PREPROCESS,LENGTH_PRE
656,"Saya suka sambel nya .. makanannya juga mantap , cuman nota pembeliannya yg oret oretan .  Aduhh.. !!!",4,102,suka sambel makan mantap cuman nota beli oret oret aduhh,56
657,"Tolong untuk pihak gacoan. Itu jukirnya dikondisikan ya gausa kek preman maen foto foto orang karena gamau parkir? Parking: Juru parkirnya tolong untuk rambutnya gondrong itu dikondisikan gausa maen foto orang, Emang kenapa kalo difoto mas? Mau dicari dipukul kah?",1,264,untuk pihak gaco jukirnya kondisi gausa kek preman maen foto foto orang gamau parkir parking juru parkir untuk rambut gondrong kondisi gausa maen foto orang emang kalo foto mas mau cari pukul,191
658,Bertempat didalam mall Tunjungan Plaza 5 Surabaya dekat dengan outlet kosmetik. Tempatnya nyaman dan bersih. Enak banget untuk sekedar nongki bersama teman ataupun keluarga Pelayanannya ramah dan cepat. Recommended,5,214,tempat mall tunjung plaza 5 surabaya dekat outlet kosmetik tempat nyaman bersih enak banget dar nongki sama teman keluarga layan ramah cepat recommended,152
659,Tempatnya kecil. Service ok.,3,28,tempat kecil service,20
660,"tempatnya besar, nyaman, makanannya gausa diragukan lagi",5,56,tempat besar nyaman makan gausa ragu,36
661,"Jumat jam 13:12 orderan banyak yang kerjain 1 orang, mana harus urus nota , bikin minuman, jadi bos jangan serakah!",1,115,jumat jam 13 12 order banyak kerjain 1 orang mana urus nota bikin minum jadi bos jangan serakah,95
662,"Setelah perjalanan jauh, bolehlah sekeluarga singgah disini.",5,60,jalan jauh keluarga singgah sini,32
663,"Yang cari mie mapan di mall bisa ke royal, di lantai food court yg paling bawah, dekat Hypermart. Pesannya pangsit mie bakwan porsi dewasa, dan menu barunya yg mie kuah gulai. Rasanya enak, tipikal tekstur mie yg tipis pipih. Untuk menu barunya, kuah gulainya enak gurih dan disajikan terpisah, namun ketika d campur dengan mienya, kurang terasa gurihnya, ada topping ayam krispinya, enak banget dan crunchy.",5,408,cari mie mapan mall ke royal lantai food court paling bawah dekat hypermart pesan pangsit mie bakwan porsi dewasa menu baru mie kuah gulai rasa enak tipikal tekstur mie tipis pipih menu baru kuah gulai enak gurih saji pisah ketika d campur mienya kurang asa gurih topping ayam krispinya enak banget crunchy,306
664,murah murah dan terjangkau harganya,5,35,murah murah jangkau harga,25
665,Menunggu dan menikmati .rasa sama .masih jadi paforit kopi ya kenangan tak terlupakan,5,85,tunggu nikmat rasa sama jadi paforit kopi kenang tak lupa,57
666,"Baru kali ini menemukan resto tidak bisa memilih tempat duduk sendiri alias mengikuti no yg di berikan kasir, tpi good ide agar tidak sembarangan org memilih tempat duduk sebelum memesan...",5,189,baru kali temu resto bisa pilih tempat duduk sendiri alias ikut no ikan kasir tpi good ide tidak sembarang org pilih tempat duduk mes,133
667,"Pegawainya ramah, peka banget waktu lagi cari nomer meja langsung gercep cariin dong",5,84,pegawai ramah peka banget waktu cari nomer meja langsung gercep cariin dong,75
668,"Menu favorit kalau disini itu Ovaltine Macchiato, no sugar dan less ice karena rasa susunya sudah agak manis. Cream macchiatonya ini enak banget, lembut, creamy dan manisnya pas. Lebih baik diminum langsung tanpa sedotan, ntar krimnya nempel di bibir kalian. Pelayanannya juga cepat dan tempat cafenya cozy.",4,307,menu favorit kalau sini ovaltine macchiato no sugar less ice rasa susu agak manis cream macchiatonya enak banget lembut creamy manis pas lebih baik minum langsung sedot ntar krim nempel bibir kalian layan cepat tempat cafenya cozy,230
669,"santai enak buat kerja tugas, tapi harga parkir tidak standart",4,62,santai enak buat kerja tugas harga parkir standart,50
670,"Overall saya suka vibes nya, sofa ada, smoking room sendiri ada, cuma sayang pizza nya terlambat dtg ada 40 menit an menunggu.. juga sayang orange juice nya ngga asli buah itu aja..",4,181,overall suka vibes sofa smoking room sendiri cuma sayang pizza lambat dtg 40 menit an tunggu sayang orange juice ngga asli buah aja,131
671,"Cabang mie mapan terparah. Pelayanan super lama. Pesanan yang datang ada yang salah, padahal pelayan sudah konfirmasi ulang pesanan. Memaksa untuk diterima.",1,156,cabang mie mapan parah layan super lama pesan datang salah padahal layan konfirmasi ulang pesan paksa terima,108
672,"Rasa sambel pencitnya kurang asem, kurang segar sih, yg dominan aroma terasi dan rasanya cukup pedas, dan harganya bisa dibilang gak terlalu mahal untuk sekelas depot",4,166,rasa sambel cit kurang asem kurang segar sih dominan aroma terasi rasa cukup pedas harga bilang gak terlalu mahal kelas depot,125
673,Pelayanan nya lama bngat dan kurang sopan,1,41,layan lama bngat kurang sopan,29
674,"Padahal pas dateng blm close order (sekitar 21.20 kurang gitu keknya), tapi pembeli dateng kek ga suka gitu yee    jadi takut beli lagi ke outlet ini.",2,150,padahal pas dateng blm close order 21 20 kurang gitu kek beli dateng kek suka gitu yee jadi takut beli ke outlet,112
675,"staffnya ramah, pelayanan cepat. tempat dine in luas, ada smoking area juga. minumannya ya sama seperti outlet lain.",5,116,staffnya ramah layan cepat tempat dine in luas smoking area minum sama outlet,77
676,Nice spot buat ngopi outdoor vibes mall. Jam 5pm sudah sepi jadi nyaman buat ngopi sambil kerja di sini. Gak ada AC jadi cukup panas.,4,133,nice spot buat ngopi outdoor vibes mall jam 5pm sepi jadi nyaman buat ngopi kerja sini gak ac jadi cukup panas,110
677,"menyusahkan orang, kalau udah tutup, online nya juga ditutup woi Jangan tetap dibuka. mematikan rezeki orang lain",1,113,susah orang kalau udah tutup online tutup woi jangan tetap buka mati rezeki orang,81
678,pelayan tidak sopan,1,19,layan sopan,11
679,"Mantap unit saya dapat istimewa, transaksi lancar berkat bantuan sales marketing mas sony dan team admin, sangat rekomended jual/beli mobil seken di berkat sejahtera, semoga unit saya awet   terima kasih",5,203,mantap unit dapat istimewa transaksi lancar berkat bantu sales marketing mas sony team admin sangat rekomended jual beli mobil ken berkat sejahtera moga unit awet terima kasih,175
680,Sangat pas buat nongkrong malam mingguan,5,40,sangat pas buat nongkrong malam minggu,38
681,Pegawai malas dan tidak ramah. Pesanan sudah ready tidak ada yang manggil padahal tidak ada antrian,1,99,pegawai malas ramah pesan ready ada manggil padahal tidak ada antri,67
682,makanannya enak,5,15,makan enak,10
683,"Pelayanan sangat ramah, bersih, makanannya enak enak",5,52,layan sangat ramah bersih makan enak enak,41
684,Layanan lambat  katany resto super...  Driver dateng bru dbuat notany blm d apa2in... Padahal ngk antri,1,103,layan lambat katany resto super driver dateng bru dbuat notany blm d apa2in padahal ngk antri,93
685,Blah...blah..blah..,3,19,blah blah blah,14
686,Tempat nongkrong minum kopi kalangan menengah ke atas,4,53,tempat nongkrong minum kopi kalang tengah atas,46
687,bersih dan nyaman,5,17,bersih nyaman,13
688,"karyawannya baik, ramah, pelayanannya cepet juga, tempat nyaman pol dehh",5,72,karyawannya baik ramah layan cepet tempat nyaman pol dehh,57
689,"kemarin pesan disini ayam bakar, ikan bakar, cah kangkung, sambel terasi, minuman jus alpukat, jus mangga, es degan dan lain lain, over all enak semua sih, pelayanan lumayan cepat tapi karena memang masih belum ada pengunjung lainnya, parkir cukup luas untuk 5-6 mobil. recommended Parking: parkir mobil 6",5,305,kemarin pesan sini ayam bakar ikan bakar cah kangkung sambel terasi minum jus alpukat jus mangga es degan over all enak semua sih layan lumayan cepat karena memang belum unjung lain parkir cukup luas 5-6 mobil recommended parking parkir mobil 6,244
690,Mantapp seperti biasanya,5,24,mantapp biasa,13
691,"Tempat enak nyaman makanan enak, kopinya enak",5,45,tempat enak nyaman makan enak kopi enak,39
692,Beli chatime parkir 10.000 lebih mahal parkirnya timbang chatimenya. Ngeri. Mosok ga ada kerjasama untuk pelanggn chatime yang parkir di depan apartemen nya.,1,157,beli chatime parkir 10 000 lebih mahal parkir timbang chatimenya ngeri mosok kerjasama pelanggn chatime parkir depan apartemen,126
693,Pelayanan cepat,4,15,layan cepat,11
694,Enak tenan,5,10,enak tenan,10
695,"Tolong itu tukang parkir liarnya ditertibkan, masa SPBU ada tukang parkirnya? Udah kagak bantuin parkir, malah nyolot maksa bayar. Enak banget duduk-duduk dapet duit. Padahal dulu saya sering kesini kagak ada tukang parkirnya.",2,226,itu tukang parkir liar tertib masa spbu tukang parkir udah kagak bantuin parkir malah nyolot maksa bayar enak banget duduk dapet duit padahal dulu sering kesini kagak tukang parkir,180
696,Excelco yang di Tp 6 ada indoor dan outdoor juga ya . Makanan yang dihidangkan sama rasa nya dengan excelco yang lain ya . Jangan membeli dengan gabung promo ya karena tidak bisa digabung.,5,188,excelco di tp 6 indoor outdoor makan hidang sama rasa excelco lain jangan beli gabung promo ya karena bisa gabung,113
697,"Sesuai standar Kopken umumnya Pelayanannya cepat karena kelihaian penjaga toko & minim antrean Ada tempat duduk juga Kelemahannya tidak tersedia stopkontak, jadi kalau mau kesini laptop harus sdh diisi daya/tidak rusak baterainya",4,229,sesuai standar kopken umum layan cepat lihai jaga toko minim antre tempat duduk lemah sedia stopkontak jadi kalau mau kesini laptop sdh isi daya rusak baterai,158
698,"Lokasi strategis, makanan enak, ruangan lapang & menyenangkan , bisa beli oleh dibawa pulang",5,92,lokasi strategis makan enak ruang lapang senang beli bawa pulang,64
699,Tmpatnya sama Kya yg lain .....,5,31,tmpatnya sama kya,17
700,ANTRIAN DRIVER SHOPEE FOOD SUPER LAMA DARIPADA GACOAN AMBENGAN  !,1,65,antri driver shopee food super lama gaco ambengan,49
701,Kopi enak dan nikmat,5,20,kopi enak nikmat,16
702,Bisa di percepat lagi kinerjanya...,2,35,di cepat kerja,14
703,Semuanya bintang 5 termasuk harganya,5,36,semua bintang 5 masuk harga,27
704,Space nya maybe di perbesar lg yah hehe,5,39,space maybe besar lg yah hehe,29
705,Ayamnya rada amis....harga agak mahal,2,37,ayam rada amis harga mahal,26
706,"Tempatnya nyaman dan bersih, pelayanannya juga cepat",5,52,tempat nyaman bersih layan cepat,32
707,Nyaman buat santai..,5,20,nyaman buat santai,18
708,Cita rasa makanannya tidak perlu diragukan Pasti top markotop Cuma cukup dapat dikatakan cukup sesak juga,5,105,cita rasa makan perlu ragu top markotop cuma cukup kata cukup sesak,67
709,"tempat tidak terlalu besar, dan kesannya sempit, kebersihan kurang harus nya sekelas resto wajib setiap saat memantau kebersihan agar lebih bersih dan nyaman untuk makan di tempat",4,179,tempat terlalu besar kesan sempit bersih kurang kelas resto wajib tiap pantau bersih lebih bersih nyaman makan tempat,117
710,"Payment pakai gopay, server nya error.. disuruh bayar lagi, infonya segera diganti/ di transfer, sudah tanda tangan BAP segala macem sampe lebih dari sebulan uang 34ribu gak juga di transfer . Sayang bgt pdahal sering beli chatime tapi pelayanan manajemen nya sangat lambat",1,273,payment pakai gopay server error suruh bayar info segera ganti transfer tanda tangan bap segala macem sampe lebih bulan uang 34ribu gak di transfer sayang bgt pdahal sering beli chatime layan manajemen sangat lambat,215
711,Ini resto dapet rekor MURI..resto terlama sepanjang sejarah.. Sangat lelet2 sekali,1,82,resto dapet rekor muri resto lama panjang sejarah sangat lelet2 sekali,70
712,enaa pol suasananya nyamam banget buat nongki tipis tipis,5,57,enaa pol suasana nyamam banget buat nongki tipis tipis,54
713,Distracting,5,11,distracting,11
714,Tempatnya luas parkir aman,5,26,tempat luas parkir aman,23
715,"Nyaman, aksesnya mudah karena dalam sogo, cuman sering bau rokok, padahal bukan smoking area",4,92,nyaman akses mudah dalam sogo cuman sering bau rokok padahal bukan smoking area,79
716,"[LUPAKAN MANTAN, INGAT KOPI KENANGAN!] Brand KOPI yang satu ini tentunya sudah jadi ikon #KopiWajib untuk semua kalangan, bukan? Kehadiran KOPI KENANGAN di bidang minuman kopi berhasil meramaikan #KopiKekinian di Indonesia! #KopiKenangan didirikan pertama kali pada tahun 2017, dengan kedai pertama nya di kawasan Kuningan, Jakarta. Pada hari pertama jualan, bisa berhasil menjual 700 gelas kopi saja dan dalam waktu 2 tahun, KOPI KENANGAN telah membuka lebih dari 230 kedai di seluruh Indonesia! Ini #KopiKenanganMantan dari @kopikenangan.id yang aku beli di salah satu #ContainerKopi di Surabaya. Tenang saja, ada banyak #ContainerKopi yang tersebar di kota kamu untuk beli kopi favourite kamu, kok! So, check it out! Sudah minum KOPI KENANGAN, hari ini?",5,756,lupa mantan ingat kopi kenang brand kopi satu tentu jadi ikon kopiwajib semua kalang bukan hadir kopi kenang bidang minum kopi hasil ramai kopikekinian indonesia kopikenangan diri pertama kali tahun 2017 kedai pertama kawasan kuningan jakarta hari pertama jual hasil jual 700 gelas kopi dan waktu 2 tahun kopi kenang buka lebih 230 kedai seluruh indonesia kopikenanganmantan kopikenangan id aku beli salah satu containerkopi surabaya tenang ada banyak containerkopi sebar kota kamu beli kopi favourite kamu kok so check it out minum kopi kenang hari,549
717,Jos lahh,5,8,jos lahh,8
718,Oke juga tempatnya,5,18,oke tempat,10
719,"Letaknya persis sebelahan sama Sbux. Cuman di sini aga gimana gitu secara lokasi, sekarang cukup terbantu dengan adanya free wifi kopi kenangan, dulu pas belum ada wifi susah sinyal (atau emang hp yang kentang)",5,210,letak persis belah sama sbux cuman sini aga gimana gitu cara lokasi sekarang cukup bantu ada free wifi kopi kenang dulu pas ada wifi susah sinyal emang hp kentang,162
720,"Selalu suka menu di mapan. Walo yg terkenal itu mie nya, tapi sambelan. Ya juga layak di coba",5,93,selalu suka menu mapan walo kenal mie sambelan juga layak coba,62
721,Tempatnya di perempatan jalang..gampang terlihat di sebrang jalang,5,66,tempat empat jalang gampang lihat sebrang jalang,48
722,Tolong buka tepat waktu ya. Saya bela-belain ke sini jam 7 pagi eh orangnya belum dateng. Mana di app & di pintu tulisannya tetep buka jam 7 pagi,2,145,buka tepat waktu saya bela-belain sini jam 7 pagi eh orang dateng mana app pintu tulis tetep buka jam 7 pagi,108
723,"wajib ke sini, no fake fake",5,27,wajib sini no fake fake,23
724,"Semua olahan ikannya enakk segerrr Pedes sambel nyaa pas, tempatnya nyaman dan cocok untuk acara kantor maupun keluarga. Toilet nyaa juga bersih, ada mushola juga. Untuk parkirnya lumayan luas.",5,193,semua olah ikan enakk segerrr pedes sambel nyaa pas tempat nyaman cocok acara kantor maupun keluarga toilet nyaa bersih mushola untuk parkir lumayan luas,153
725,"Tempatnya luas, parkir luas, bisa drive thru, 24 jam, penyajiannya cukup cepat, nyaman buat nongkrong lama.",4,107,tempat luas parkir luas drive thru 24 jam saji cukup cepat nyaman buat nongkrong lama,85
726,"tempat bagus, nyaman, dan makanannya enak",5,41,tempat bagus nyaman makan enak,30
727,Kopi favorit pake banget,5,24,kopi favorit pake banget,24
728,Mantab tempatnya,5,16,mantab tempat,13
729,Tetep pertahankan kualitasnya,5,29,tetep tahan kualitas,20
730,"Resto yang menyediakan pilihan menu olahan steak yang otentik. Tersedia berbagai varian menu steak sapi dan ayam. Harga steak bervariasi antara rentang 50-100ribu. Suasana yang cozy dan pelayanan yang ramah membuat resto ini menjadi langganan. Tersedia ruang khusus yang dapat disewa untuk acara seperti ulang tahun, engagement ataupun gathering. Jika ruang indoor penuh, masih tersedia area outdoor yang instagramable.",5,419,resto sedia pilih menu olah steak otentik sedia bagai varian menu steak sapi ayam harga steak variasi rentang 50-100ribu suasana cozy layan ramah buat resto jadi langgan sedia ruang khusus dapat sewa acara ulang tahun engagement gathering ruang indoor penuh sedia area outdoor instagramable,290
731,Harganya murah kualitas terbaik tidak akan kalah saing dengan sb produk sebelah kalau ngopi disini. Pokoknya seneng banget ngopi disini pelayanannya juga ramah2 dan banyaknya standarisasi hiegenis dan all productnya hallal   juaraa daahh kopi kenangan. Terimakasih Kopi Kenangan,5,278,harga murah kualitas baik akan kalah saing sb produk belah kalau ngopi sini pokok neng banget ngopi sini layan ramah2 banyak standar hiegenis all productnya hallal juaraa daahh kopi kenang terimakasih kopi kenang,212
732,"Chattime salah satu brand minuman favorit aku , dan coba beli di delta plaza ternyata pelayanan nya super duper ramah. Thank you buat mas mas chatime sudah kasih pelayanan yg oke banget",5,185,chattime salah satu brand minum favorit aku coba beli delta plaza nyata layan super duper ramah thank you buat mas mas chatime kasih layan oke banget,149
733,"one of the most cozy chattime in town, tempatnya nyaman bgt buat ngobrol berlama2 sm teman ato pasangan.., adem, bersih, bnyk kursi.., dan ad bbrapa brand yg lain dsana (lebih cenderung k makanan)",5,196,one of the most cozy chattime in town tempat nyaman bgt buat ngobrol berlama2 sm teman ato pasang adem bersih bnyk kursi ad bbrapa brand dsana lebih cenderung k makan,166
734,Tempatnya nyaman..ini kali ke 5 saya makan disini lagi lagi karena ada undangan ulang tahun...alhamdlh. biasanya dapat tempat duduk di bagian depan..tapi kali ini dapat tempat duduk agak masuk.ke dalam..ternyata semakin ke dalam tempatnya semakin luas dan baguus..gak enggap..makanan udah pasti pas dilidah saya ya..pelayannya cepat tanggap dan sopan semua..saya suka,5,367,tempat nyaman kali 5 makan sini lagi ada undang ulang tahun alhamdlh biasa tempat duduk bagi depan kali dapat tempat duduk masuk dalam nyata makin dalam tempat makin luas baguus gak enggap makan udah pas lidah ya layan cepat tanggap sopan semua suka,249
735,Sesuaikan jam buka Bilang jam 21.00 tapi 20.35 sudah tutup Buang buang waktu,1,76,sesuai jam buka bilang jam 21 00 20 35 tutup buang buang waktu,62
736,Minum kopi,5,10,minum kopi,10
737,"Tiap hari beli disini. Masukan kalau pagi tambah personil karena banyak customer antri, personilnya cuma 1. Pagi kan banyak orang berangkat kerja beli kopi dulu. Coba dipikirkan",4,177,tiap hari beli sini masuk kalau pagi tambah personil banyak customer antri personilnya cuma 1 pagi kan banyak orang berangkat kerja beli kopi dulu coba pikir,157
738,Pelayanan cepat dan menawarkan aplikasi mobile apps memudahkan customer untuk pesan chatime,5,91,layan cepat tawar aplikasi mobile apps mudah customer pesan chatime,67
739,Kasir nya Kurang Ramah..,3,24,kasir kurang ramah,18
740,Menunya selalu sipppp,5,21,menu selalu sipppp,18
741,"Lagi haus beli Koi, kebetulan hari ini ada promo Combo, beli 2 hanya Rp.58.000, combo nya Mango yakult juice dan creamy matcha. Creamy matcha nya enak, ga terlalu manis, matcha nya terasa banget. Mango yakult juice nya manis banget padahal udah half sugar.",5,256,haus beli koi betul hari ada promo combo beli 2 rp 58 000 combo mango yakult juice creamy matcha creamy matcha enak terlalu manis matcha asa banget mango yakult juice manis banget padahal udah half sugar,203
742,Recomended,5,10,recomended,10
743,Parah kasirnya. SOP resto NGGAK TOTALITAS banget  ...!!! Seharusnya antrian 914...dikarenakan salah INPUT JADI MALAH ULANG ANTRI JADI 921. Udah tau pocc dapat orderaN ..jauh ... Costumer marah ngomel jadi kena bintang 1 turun bintang ...parah....!!!! Karena kelamaan ...busyiitt,1,278,parah kasir sop resto totalitas banget antri 914 salah input jadi malah ulang antri jadi 921 udah tau pocc order jauh costumer marah ngomel jadi kena bintang 1 turun bintang parah lama busyiitt,193
744,Bagus dan rame.,5,15,bagus rame,10
745,"Makanan enak, baik itu penyetan dan mie. Bulan Desember ini juga banyak promo menarik.",5,86,makan enak baik penyet mie bulan desember juga banyak promo tarik,65
746,steak salmon enak dan es cream jg enak Vegetarian options: Ada salad Dietary restrictions: Salad okey Parking: Ada tempat parkir banyak Kid-friendliness: Banyak menu anak Wheelchair accessibility: Bisa untuk kursi roda,5,218,steak salmon enak es cream jg enak vegetarian options salad dietary restrictions salad okey parking tempat parkir banyak kid-friendliness banyak menu anak wheelchair accessibility untuk kursi roda,196
747,Ada plastik nya dalam minumannya. Dafuq,1,39,plastik minum dafuq,19
748,Lumayanlah,4,10,lumayan,7
749,Bersih dan bagus layanannya,3,27,bersih bagus layan,18
750,"Tempat strategis, udang rambutan nyaa juara banget sering kalau lewat pulang kerja mampir beli, tempat bersih dan staff crew nya ramah ramah mantepp poll",5,153,tempat strategis udang rambutan nyaa juara banget sering kalau lewat pulang kerja mampir beli tempat bersih staff crew ramah ramah mantepp poll,143
751,"pelayanannya bagus, good service, mb sheila ramah senyum bgt",5,60,layan bagus good service mb sheila ramah senyum bgt,51
752,Mungkin bisa lebih baik lagi ya untuk kasir siang hari ini saya sudah datang dahulu di suruh antri dari belakang lagi,1,117,mungkin lebih baik ya kasir siang hari saya datang di suruh antri belakang,74
753,Mie sama gorengannya enak begitu sinkron di lidah nyam...nyam ..,5,64,mie sama goreng enak sinkron lidah nyam nyam,44
754,"Mantap Banget, Puas makanannya enak dan minumannya segar. worth it",5,66,mantap banget puas makan enak minum segar worth it,50
755,"Awalnya kesana sepi pengunjung, tapi tiba2 rame juga.",4,53,awal kesana sepi unjung tiba2 rame,34
756,Tempat asik dan kendaraan aman,5,30,tempat asik kendara aman,24
757,"Mie porsi dikit, pesen lv 1 dikasih lv 5. Gila pedes bgt gabisa ngerasain  mana lama masaknya hampir setjam lebih pdhl cuma beli 2porsi aja",1,139,mie porsi dikit sen lv 1 kasih lv 5 gila pedes bgt gabisa ngerasain mana lama masak hampir setjam lebih pdhl cuma beli 2porsi aja,129
758,"Koi ga usa diragukan lagi, deh, dia punya banyak varian minuman yg enak semua! Bisa custom gula dan es nya, sesuai selera customer/pembelinya. Highly recommended dr ak : OVALTINE MACHIATO, nya! Dari dulu sampe skg tetep enak, gurih manis seger",5,243,koi usa ragu deh punya banyak varian minum enak semua custom gula es sesuai selera customer bel highly recommended dr ak ovaltine machiato dulu sampe skg tetep enak gurih manis seger,182
759,Cukup memuaskan,5,15,cukup muas,10
760,Tempat nyaman buat ngobrol dan bisnis,5,37,tempat nyaman buat ngobrol bisnis,33
761,"Ke Starbuck Gubeng pas banget dengan Tumbler day, akhirnga lumayan bisa dapat harga diskonan Parkiran lumayan luas dengan pelayanan yang sigap. Kasirnya juga ramah ramah lah. Nongki nongki cocok lah di sini bareng teman teman geng atau keluarga. Pilihan minumannya jg standar Starbuck, mau kopi ataupun non-kopi.. Harganya juga cocok aja dengan kalangan menengah ke atas. Dietary restrictions: Porsinya dikit Parking: Parkir motor 3ribu loh Kid-friendliness: Kurang sesuai dengan anak",4,484,starbuck gubeng pas banget tumbler day akhirnga lumayan dapat harga diskon parkir lumayan luas layan sigap kasir ramah ramah lah nongki nongki cocok lah sini bareng teman teman geng keluarga pilih minum jg standar starbuck mau kopi non-kopi harga cocok aja kalang tengah atas dietary restrictions porsi dikit parking parkir motor 3ribu loh kid-friendliness kurang sesuai anak,375
762,Mie ayamnya enakkk,5,18,mie ayam enakkk,15
763,Beberapa kali pick up kopi kenangan disini. Rasanya enak sesuai sop. Tempatnya jg strategis di dalem pom bensin jd parkiran mobilnya gampang.,5,141,beberapa kali pick up kopi kenang sini rasa enak sesuai sop tempat jg strategis dalem pom bensin jd parkir mobil gampang,120
764,Excelso terlama. Cuma pesan 2 minuman sampai satu jam belum keluar. Berkali-kali tanya waitress percuma.,1,104,excelso lama cuma pesan 2 minum satu jam keluar kali tanya waitress percuma,75
765,Murah .. service cepet..bersih lokasinya ..,3,43,murah service cepet bersih lokasi,33
766,Pelayanannya cepat,5,18,layan cepat,11
767,tempatnya enak banget buat nongkrong,5,36,tempat enak banget buat nongkrong,33
768,"Pelayanan sangat cepat, barista ramah, rasa produk sangat enak .. Mantaapp, perlu dicoba gaesss",5,95,layan sangat cepat barista ramah rasa produk sangat enak mantaapp perlu coba gaesss,83
769,Beri menu dengan harga mahasiswa supaya LBH laris manis ibu.. rasa makan sudah mntull Vegetarian options: Menu dan harganya yang pas untuk mahasiswa,3,148,beri menu harga mahasiswa lbh laris manis ibu rasa makan mntull vegetarian options menu harga pas mahasiswa,107
770,Nasi udang nya jadi favorit. Nasi empalnya juga enak. Selain itu ada berbagai pilihan menu masakan Indonesia lainnya. Parking: Di dalam mall,5,140,nasi udang jadi favorit nasi empal enak itu bagai pilih menu masakan indonesia parking dalam mall,97
771,"Dulu sering kesini pas masih branding kopi kenangan. Tempatnya jadi lebih mewah, lebih comfy dengan harga yg berbeda tentu saja dengan kopken biasa. Tapi layanannya bagus, lebih nyaman untuk wfc dan wifinya cukup kencang. Good job",5,230,dulu sering kesini pas branding kopi kenang tempat jadi lebih mewah lebih comfy harga beda saja kopken biasa layan bagus lebih nyaman wfc wifinya cukup kencang good job,168
772,"Salah satu Outlet Gacoan terbaru di Merr sebrang Unair C tempatnya cozy, gak crowded dan pelayanan cepat. Cocok untuk warga lokal yang ingin gacoan dan gak bikin tantrum karena gak antre mengular",5,195,salah satu outlet gaco baru merr sebrang unair c tempat cozy gak crowded layan cepat cocok warga lokal ingin gaco gak bikin tantrum gak antre ular,146
773,Masakan Indonesia dengan rasa yang lumayan ok. Tempatnya juga bagus.,5,68,masakan indonesia rasa lumayan tempat bagus,43
774,Oke dan cukup luas.,4,19,oke cukup luas,14
775,Sebenarnya tiap ke sby pasti saya ke foodcourt lt 4 pasar atom. Dari sekian makanan yg ada di sana. Hanya satu pelayanan yg sangat tidak ramah dan terkesan asal2an di depot Bu Rudy. Dgn nama yg sangat terkenal tp pelayanan yg nol besar baik dari karyawan maupun pemiliknya(cowok). Ketika saya membeli 2 porsi makanan dan minta dibungkusksn 1 nasi putih. Langsung dijawab tidak ada oleh pemiliknya dgn alasan nasi tdk cukup buat yg lain. Wow klu emang habis kita maklum. Ini nasi msh banyak dan jam makan siang sdh lewat di jam 15.00. Tolong ya koko yg Ganteng di cek dulu sebelum mengecewakan pembeli.,1,601,benar tiap sby saya foodcourt lt 4 pasar atom sekian makan sana satu layan sangat ramah kes asal2an depot bu rudy dgn nama sangat kenal tp layan nol besar baik karyawan maupun milik cowok saya beli 2 porsi makan minta dibungkusksn 1 nasi putih langsung jawab ada milik dgn alas nasi tdk cukup buat wow klu emang habis maklum nasi msh banyak jam makan siang sdh lewat jam 15 00 ya koko ganteng di cek dulu kecewa beli,416
776,Tempatnya kecil tpi lumayan dingin gaes,4,39,tempat kecil tpi lumayan dingin gaes,36
777,"Suasananya pas,, tenang dan tidak begitu ramai",5,46,suasana pas tenang tidak ramai,30
778,Tempat dengan suasana nyaman pelayanan ramah mungkin unktuk kelas mid & higher sesekali mencoba hhhmmm..,5,104,tempat suasana nyaman layan ramah mungkin unktuk kelas mid higher sekal coba hhhmmm,83
779,"kalo soal kopi, rasa dan kualitas excelso bisa diadu dengan kopi lainnya, ini excelso tp 6, tempat cukup luas dan bagus, ada spot balkonnya yang nyaman banget liat pepohonan di gedung juga air mancur. makanannya enak, kali ini saya order chicken salad, rasa pas, porsi juga pas. hanya aja nunggunya agak sedikit lama sekitar 25 menitan, mungkin karena baru buka jadi mereka prepare dulu. but overall the quality of food is good and super service.",5,446,kalo soal kopi rasa kualitas excelso adu kopi excelso tp 6 tempat cukup luas bagus spot balkon nyaman banget liat pohon gedung air mancur makan enak kali ini saya order chicken salad rasa pas porsi pas aja nunggunya sedikit lama 25 menit mungkin baru buka jadi prepare dulu but overall the quality of food is good and super service,331
780,Enak dan tempat nyaman,5,22,enak tempat nyaman,18
781,Dapat orderan gofood tapi gak ada barang... mainin driver yg lagi kerja... Merugikan driver,1,91,order gofood gak barang mainin driver kerja rugi driver,55
782,Pelayanannya sangat ramah untuk mbak nya sama mas nya terima kasih banyakk layak bintang 5,5,90,layan sangat ramah mbak sama mas terima kasih banyakk layak bintang 5,69
783,Pelayanannya kurang cekatan ... minuman diatas meja sampek numpuk es batu smpai mencair gk dianter in ... kalau kurang personil tambah personil,1,143,layan kurang cekat minum atas meja sampek numpuk es batu smpai cair gk anter in kalau kurang personil tambah personil,117
784,Kasirmu kasih struk pake tangan kiri,1,36,kasir kasih struk pake tangan kiri,34
785,Enak makananya dan saya puas banget,5,35,enak makananya saya puas banget,31
786,"Makanan, layanan dan suasana sangat menyenangkan",5,48,makan layan suasana sangat senang,33
787,Tempat duduk rame,5,17,tempat duduk rame,17
788,Ternyata ada snacknya enak lagi paketannya lebih murah,5,54,nyata snacknya enak paket lebih murah,37
789,Lokasinya nyaman sekali gk bising,5,33,lokasi nyaman sekali gk bising,30
