ID,REVIEW,LABEL,LENGTH,PREPROCESS,LENGTH_PRE
667,"Pegawainya ramah, peka banget waktu lagi cari nomer meja langsung gercep cariin dong",5,84,pegawai ramah peka banget waktu cari nomer meja langsung gercep cariin dong,75
668,"Menu favorit kalau disini itu Ovaltine Macchiato, no sugar dan less ice karena rasa susunya sudah agak manis. Cream macchiatonya ini enak banget, lembut, creamy dan manisnya pas. Lebih baik diminum langsung tanpa sedotan, ntar krimnya nempel di bibir kalian. Pelayanannya juga cepat dan tempat cafenya cozy.",4,307,menu favorit kalau sini ovaltine macchiato no sugar less ice karena rasa susu agak manis cream macchiatonya enak banget lembut creamy manis pas lebih baik langsung tanpa sedot ntar krim nempel bibir kalian cepat cafenya cozy,224
669,"santai enak buat kerja tugas, tapi harga parkir tidak standart",4,62,santai enak buat kerja tugas tapi harga parkir tidak standart,61
670,"Overall saya suka vibes nya, sofa ada, smoking room sendiri ada, cuma sayang pizza nya terlambat dtg ada 40 menit an menunggu.. juga sayang orange juice nya ngga asli buah itu aja..",4,181,overall suka vibes sofa smoking room sendiri cuma sayang pizza lambat dtg menit tunggu sayang orange juice ngga asli buah aja,125
671,"Cabang mie mapan terparah. Pelayanan super lama. Pesanan yang datang ada yang salah, padahal pelayan sudah konfirmasi ulang pesanan. Memaksa untuk diterima.",1,156,cabang mie mapan parah super lama pesan datang salah padahal konfirmasi ulang pesan paksa terima,96
672,"Rasa sambel pencitnya kurang asem, kurang segar sih, yg dominan aroma terasi dan rasanya cukup pedas, dan harganya bisa dibilang gak terlalu mahal untuk sekelas depot",4,166,rasa sambel cit kurang asem kurang segar sih dominan aroma terasi rasa cukup pedas harga bilang gak terlalu mahal kelas depot,125
673,Pelayanan nya lama bngat dan kurang sopan,1,41,lama bngat kurang sopan,23
674,"Padahal pas dateng blm close order (sekitar 21.20 kurang gitu keknya), tapi pembeli dateng kek ga suka gitu yee    jadi takut beli lagi ke outlet ini.",2,150,padahal pas dateng blm close order kurang gitu kek tapi beli dateng kek ga suka gitu yee jadi takut beli outlet,111
675,"staffnya ramah, pelayanan cepat. tempat dine in luas, ada smoking area juga. minumannya ya sama seperti outlet lain.",5,116,staffnya ramah cepat dine luas smoking area sama outlet lain,60
676,Nice spot buat ngopi outdoor vibes mall. Jam 5pm sudah sepi jadi nyaman buat ngopi sambil kerja di sini. Gak ada AC jadi cukup panas.,4,133,nice spot buat ngopi outdoor vibes mall jam pm sepi jadi nyaman buat ngopi kerja sini gak ac jadi cukup panas,109
677,"menyusahkan orang, kalau udah tutup, online nya juga ditutup woi Jangan tetap dibuka. mematikan rezeki orang lain",1,113,susah orang kalau udah tutup online tutup woi jangan tetap buka mati rezeki orang lain,86
678,pelayan tidak sopan,1,19,tidak sopan,11
679,"Mantap unit saya dapat istimewa, transaksi lancar berkat bantuan sales marketing mas sony dan team admin, sangat rekomended jual/beli mobil seken di berkat sejahtera, semoga unit saya awet   terima kasih",5,203,mantap unit istimewa transaksi lancar berkat bantu sales marketing mas sony team admin sangat rekomended jual beli mobil ken berkat sejahtera moga unit awet terima kasih,169
680,Sangat pas buat nongkrong malam mingguan,5,40,sangat pas buat nongkrong malam minggu,38
681,Pegawai malas dan tidak ramah. Pesanan sudah ready tidak ada yang manggil padahal tidak ada antrian,1,99,pegawai malas tidak ramah pesan ready tidak manggil padahal tidak antri,71
682,makanannya enak,5,15,enak,4
683,"Pelayanan sangat ramah, bersih, makanannya enak enak",5,52,sangat ramah bersih enak enak,29
684,Layanan lambat  katany resto super...  Driver dateng bru dbuat notany blm d apa2in... Padahal ngk antri,1,103,lambat katany resto super driver dateng bru dbuat notany blm apa padahal ngk antri,82
685,Blah...blah..blah..,3,19,blah blah blah,14
686,Tempat nongkrong minum kopi kalangan menengah ke atas,4,53,nongkrong kopi kalang tengah atas,33
687,bersih dan nyaman,5,17,bersih nyaman,13
688,"karyawannya baik, ramah, pelayanannya cepet juga, tempat nyaman pol dehh",5,72,karyawannya baik ramah cepet nyaman pol dehh,44
689,"kemarin pesan disini ayam bakar, ikan bakar, cah kangkung, sambel terasi, minuman jus alpukat, jus mangga, es degan dan lain lain, over all enak semua sih, pelayanan lumayan cepat tapi karena memang masih belum ada pengunjung lainnya, parkir cukup luas untuk 5-6 mobil. recommended Parking: parkir mobil 6",5,305,kemarin pesan sini ayam bakar ikan bakar cah kangkung sambel terasi jus alpukat jus mangga es degan lain lain all enak semua sih lumayan cepat tapi karena memang masih belum unjung lain parkir cukup luas mobil recommended parking parkir mobil,242
690,Mantapp seperti biasanya,5,24,mantapp biasa,13
691,"Tempat enak nyaman makanan enak, kopinya enak",5,45,enak nyaman enak kopi enak,26
692,Beli chatime parkir 10.000 lebih mahal parkirnya timbang chatimenya. Ngeri. Mosok ga ada kerjasama untuk pelanggn chatime yang parkir di depan apartemen nya.,1,157,beli chatime parkir lebih mahal parkir timbang chatimenya ngeri mosok ga kerjasama pelanggn chatime parkir depan apartemen,122
693,Pelayanan cepat,4,15,cepat,5
694,Enak tenan,5,10,enak tenan,10
695,"Tolong itu tukang parkir liarnya ditertibkan, masa SPBU ada tukang parkirnya? Udah kagak bantuin parkir, malah nyolot maksa bayar. Enak banget duduk-duduk dapet duit. Padahal dulu saya sering kesini kagak ada tukang parkirnya.",2,226,tolong tukang parkir liar tertib masa spbu tukang parkir udah kagak bantuin parkir malah nyolot maksa bayar enak banget duduk dapet duit padahal dulu sering kesini kagak tukang parkir,183
696,Excelco yang di Tp 6 ada indoor dan outdoor juga ya . Makanan yang dihidangkan sama rasa nya dengan excelco yang lain ya . Jangan membeli dengan gabung promo ya karena tidak bisa digabung.,5,188,excelco tp indoor outdoor hidang sama rasa excelco lain jangan beli gabung promo karena tidak gabung,100
697,"Sesuai standar Kopken umumnya Pelayanannya cepat karena kelihaian penjaga toko & minim antrean Ada tempat duduk juga Kelemahannya tidak tersedia stopkontak, jadi kalau mau kesini laptop harus sdh diisi daya/tidak rusak baterainya",4,229,sesuai standar kopken umum cepat karena lihai jaga toko minim antre duduk lemah tidak sedia stopkontak jadi kalau mau kesini laptop sdh isi daya tidak rusak baterai,164
698,"Lokasi strategis, makanan enak, ruangan lapang & menyenangkan , bisa beli oleh dibawa pulang",5,92,lokasi strategis enak ruang lapang senang beli bawa pulang,58
699,Tmpatnya sama Kya yg lain .....,5,31,tmpatnya sama kya lain,22
700,ANTRIAN DRIVER SHOPEE FOOD SUPER LAMA DARIPADA GACOAN AMBENGAN  !,1,65,antri driver shopee food super lama daripada gaco ambengan,58
701,Kopi enak dan nikmat,5,20,kopi enak nikmat,16
702,Bisa di percepat lagi kinerjanya...,2,35,cepat kerja,11
703,Semuanya bintang 5 termasuk harganya,5,36,semua bintang masuk harga,25
704,Space nya maybe di perbesar lg yah hehe,5,39,space maybe besar lg yah hehe,29
705,Ayamnya rada amis....harga agak mahal,2,37,ayam rada amis harga agak mahal,31
706,"Tempatnya nyaman dan bersih, pelayanannya juga cepat",5,52,nyaman bersih cepat,19
707,Nyaman buat santai..,5,20,nyaman buat santai,18
708,Cita rasa makanannya tidak perlu diragukan Pasti top markotop Cuma cukup dapat dikatakan cukup sesak juga,5,105,cita rasa tidak perlu ragu top markotop cuma cukup kata cukup sesak,67
709,"tempat tidak terlalu besar, dan kesannya sempit, kebersihan kurang harus nya sekelas resto wajib setiap saat memantau kebersihan agar lebih bersih dan nyaman untuk makan di tempat",4,179,tidak terlalu besar kesan sempit bersih kurang kelas resto wajib tiap pantau bersih lebih bersih nyaman,103
710,"Payment pakai gopay, server nya error.. disuruh bayar lagi, infonya segera diganti/ di transfer, sudah tanda tangan BAP segala macem sampe lebih dari sebulan uang 34ribu gak juga di transfer . Sayang bgt pdahal sering beli chatime tapi pelayanan manajemen nya sangat lambat",1,273,payment pakai gopay server error suruh bayar info segera ganti transfer tanda tangan bap segala macem sampe lebih bulan uang ribu gak transfer sayang bgt pdahal sering beli chatime tapi manajemen sangat lambat,209
711,Ini resto dapet rekor MURI..resto terlama sepanjang sejarah.. Sangat lelet2 sekali,1,82,resto dapet rekor muri resto lama panjang sejarah sangat lelet sekali,69
712,enaa pol suasananya nyamam banget buat nongki tipis tipis,5,57,enaa pol suasana nyamam banget buat nongki tipis tipis,54
713,Distracting,5,11,distracting,11
714,Tempatnya luas parkir aman,5,26,luas parkir aman,16
715,"Nyaman, aksesnya mudah karena dalam sogo, cuman sering bau rokok, padahal bukan smoking area",4,92,nyaman akses mudah karena sogo cuman sering bau rokok padahal bukan smoking area,80
716,"[LUPAKAN MANTAN, INGAT KOPI KENANGAN!] Brand KOPI yang satu ini tentunya sudah jadi ikon #KopiWajib untuk semua kalangan, bukan? Kehadiran KOPI KENANGAN di bidang minuman kopi berhasil meramaikan #KopiKekinian di Indonesia! #KopiKenangan didirikan pertama kali pada tahun 2017, dengan kedai pertama nya di kawasan Kuningan, Jakarta. Pada hari pertama jualan, bisa berhasil menjual 700 gelas kopi saja dan dalam waktu 2 tahun, KOPI KENANGAN telah membuka lebih dari 230 kedai di seluruh Indonesia! Ini #KopiKenanganMantan dari @kopikenangan.id yang aku beli di salah satu #ContainerKopi di Surabaya. Tenang saja, ada banyak #ContainerKopi yang tersebar di kota kamu untuk beli kopi favourite kamu, kok! So, check it out! Sudah minum KOPI KENANGAN, hari ini?",5,756,lupa mantan ingat kopi kenang brand kopi satu tentu jadi ikon kopiwajib semua kalang bukan hadir kopi kenang bidang kopi hasil ramai kopikekinian indonesia kopikenangan diri pertama kali tahun kedai pertama kawasan kuningan jakarta hari pertama jual hasil jual gelas kopi waktu tahun kopi kenang telah buka lebih kedai seluruh indonesia kopikenanganmantan kopikenangan id aku beli salah satu containerkopi surabaya tenang banyak containerkopi sebar kota kamu beli kopi favourite kamu kok check kopi kenang hari,510
717,Jos lahh,5,8,jos lahh,8
718,Oke juga tempatnya,5,18,oke,3
719,"Letaknya persis sebelahan sama Sbux. Cuman di sini aga gimana gitu secara lokasi, sekarang cukup terbantu dengan adanya free wifi kopi kenangan, dulu pas belum ada wifi susah sinyal (atau emang hp yang kentang)",5,210,letak persis belah sama sbux cuman sini aga gimana gitu cara lokasi sekarang cukup bantu free wifi kopi kenang dulu pas belum wifi susah sinyal emang hp kentang,160
720,"Selalu suka menu di mapan. Walo yg terkenal itu mie nya, tapi sambelan. Ya juga layak di coba",5,93,selalu suka menu mapan walo kenal mie tapi sambelan layak coba,62
721,Tempatnya di perempatan jalang..gampang terlihat di sebrang jalang,5,66,empat jalang gampang lihat sebrang jalang,41
722,Tolong buka tepat waktu ya. Saya bela-belain ke sini jam 7 pagi eh orangnya belum dateng. Mana di app & di pintu tulisannya tetep buka jam 7 pagi,2,145,tolong buka tepat waktu belabelain sini jam pagi eh orang belum dateng mana app pintu tulis tetep buka jam pagi,111
723,"wajib ke sini, no fake fake",5,27,wajib sini no fake fake,23
724,"Semua olahan ikannya enakk segerrr Pedes sambel nyaa pas, tempatnya nyaman dan cocok untuk acara kantor maupun keluarga. Toilet nyaa juga bersih, ada mushola juga. Untuk parkirnya lumayan luas.",5,193,semua olah ikan enakk segerrr pedes sambel nyaa pas nyaman cocok acara kantor maupun keluarga toilet nyaa bersih mushola parkir lumayan luas,140
725,"Tempatnya luas, parkir luas, bisa drive thru, 24 jam, penyajiannya cukup cepat, nyaman buat nongkrong lama.",4,107,luas parkir luas drive thru jam saji cukup cepat nyaman buat nongkrong lama,75
726,"tempat bagus, nyaman, dan makanannya enak",5,41,bagus nyaman enak,17
727,Kopi favorit pake banget,5,24,kopi favorit pake banget,24
728,Mantab tempatnya,5,16,mantab,6
729,Tetep pertahankan kualitasnya,5,29,tetep tahan kualitas,20
730,"Resto yang menyediakan pilihan menu olahan steak yang otentik. Tersedia berbagai varian menu steak sapi dan ayam. Harga steak bervariasi antara rentang 50-100ribu. Suasana yang cozy dan pelayanan yang ramah membuat resto ini menjadi langganan. Tersedia ruang khusus yang dapat disewa untuk acara seperti ulang tahun, engagement ataupun gathering. Jika ruang indoor penuh, masih tersedia area outdoor yang instagramable.",5,419,resto sedia pilih menu olah steak otentik sedia bagai varian menu steak sapi ayam harga steak variasi rentang ribu suasana cozy ramah buat resto jadi langgan sedia ruang khusus sewa acara ulang tahun engagement gathering ruang indoor penuh masih sedia area outdoor instagramable,278
731,Harganya murah kualitas terbaik tidak akan kalah saing dengan sb produk sebelah kalau ngopi disini. Pokoknya seneng banget ngopi disini pelayanannya juga ramah2 dan banyaknya standarisasi hiegenis dan all productnya hallal   juaraa daahh kopi kenangan. Terimakasih Kopi Kenangan,5,278,harga murah kualitas baik tidak kalah saing sb produk belah kalau ngopi sini pokok neng banget ngopi sini ramah banyak standar hiegenis all productnya hallal juaraa daahh kopi kenang terimakasih kopi kenang,206
732,"Chattime salah satu brand minuman favorit aku , dan coba beli di delta plaza ternyata pelayanan nya super duper ramah. Thank you buat mas mas chatime sudah kasih pelayanan yg oke banget",5,185,chattime salah satu brand favorit aku coba beli delta plaza nyata super duper ramah thank buat mas mas chatime kasih oke banget,127
733,"one of the most cozy chattime in town, tempatnya nyaman bgt buat ngobrol berlama2 sm teman ato pasangan.., adem, bersih, bnyk kursi.., dan ad bbrapa brand yg lain dsana (lebih cenderung k makanan)",5,196,one cozy chattime town nyaman bgt buat ngobrol berlama sm teman ato pasang adem bersih bnyk kursi ad bbrapa brand lain dsana lebih cenderung,140
734,Tempatnya nyaman..ini kali ke 5 saya makan disini lagi lagi karena ada undangan ulang tahun...alhamdlh. biasanya dapat tempat duduk di bagian depan..tapi kali ini dapat tempat duduk agak masuk.ke dalam..ternyata semakin ke dalam tempatnya semakin luas dan baguus..gak enggap..makanan udah pasti pas dilidah saya ya..pelayannya cepat tanggap dan sopan semua..saya suka,5,367,nyaman kali sini karena undang ulang tahun alhamdlh biasa duduk depan tapi kali duduk agak masuk nyata makin makin luas baguus gak enggap udah pas lidah cepat tanggap sopan semua suka,183
735,Sesuaikan jam buka Bilang jam 21.00 tapi 20.35 sudah tutup Buang buang waktu,1,76,sesuai jam buka bilang jam tapi tutup buang buang waktu,55
736,Minum kopi,5,10,kopi,4
737,"Tiap hari beli disini. Masukan kalau pagi tambah personil karena banyak customer antri, personilnya cuma 1. Pagi kan banyak orang berangkat kerja beli kopi dulu. Coba dipikirkan",4,177,tiap hari beli sini masuk kalau pagi tambah personil karena banyak customer antri personilnya cuma pagi kan banyak orang berangkat kerja beli kopi dulu coba pikir,162
738,Pelayanan cepat dan menawarkan aplikasi mobile apps memudahkan customer untuk pesan chatime,5,91,cepat tawar aplikasi mobile apps mudah customer pesan chatime,61
739,Kasir nya Kurang Ramah..,3,24,kasir kurang ramah,18
740,Menunya selalu sipppp,5,21,menu selalu sipppp,18
741,"Lagi haus beli Koi, kebetulan hari ini ada promo Combo, beli 2 hanya Rp.58.000, combo nya Mango yakult juice dan creamy matcha. Creamy matcha nya enak, ga terlalu manis, matcha nya terasa banget. Mango yakult juice nya manis banget padahal udah half sugar.",5,256,haus beli koi betul hari promo combo beli rp combo mango yakult juice creamy matcha creamy matcha enak ga terlalu manis matcha asa banget mango yakult juice manis banget padahal udah half sugar,193
742,Recomended,5,10,recomended,10
743,Parah kasirnya. SOP resto NGGAK TOTALITAS banget  ...!!! Seharusnya antrian 914...dikarenakan salah INPUT JADI MALAH ULANG ANTRI JADI 921. Udah tau pocc dapat orderaN ..jauh ... Costumer marah ngomel jadi kena bintang 1 turun bintang ...parah....!!!! Karena kelamaan ...busyiitt,1,278,parah kasir sop resto nggak totalitas banget antri karena salah input jadi malah ulang antri jadi udah tau pocc order jauh costumer marah ngomel jadi kena bintang turun bintang parah karena lama busyiitt,203
744,Bagus dan rame.,5,15,bagus rame,10
745,"Makanan enak, baik itu penyetan dan mie. Bulan Desember ini juga banyak promo menarik.",5,86,enak baik penyet mie bulan desember banyak promo tarik,54
746,steak salmon enak dan es cream jg enak Vegetarian options: Ada salad Dietary restrictions: Salad okey Parking: Ada tempat parkir banyak Kid-friendliness: Banyak menu anak Wheelchair accessibility: Bisa untuk kursi roda,5,218,steak salmon enak es cream jg enak vegetarian options salad dietary restrictions salad okey parking parkir banyak kidfriendliness banyak menu anak wheelchair accessibility kursi roda,182
747,Ada plastik nya dalam minumannya. Dafuq,1,39,plastik dafuq,13
748,Lumayanlah,4,10,lumayan,7
749,Bersih dan bagus layanannya,3,27,bersih bagus,12
750,"Tempat strategis, udang rambutan nyaa juara banget sering kalau lewat pulang kerja mampir beli, tempat bersih dan staff crew nya ramah ramah mantepp poll",5,153,strategis udang rambutan nyaa juara banget sering kalau lewat pulang kerja mampir beli bersih staff crew ramah ramah mantepp poll,129
751,"pelayanannya bagus, good service, mb sheila ramah senyum bgt",5,60,bagus good service mb sheila ramah senyum bgt,45
752,Mungkin bisa lebih baik lagi ya untuk kasir siang hari ini saya sudah datang dahulu di suruh antri dari belakang lagi,1,117,mungkin lebih baik kasir siang hari datang suruh antri belakang,63
753,Mie sama gorengannya enak begitu sinkron di lidah nyam...nyam ..,5,64,mie sama goreng enak begitu sinkron lidah nyam nyam,51
754,"Mantap Banget, Puas makanannya enak dan minumannya segar. worth it",5,66,mantap banget puas enak segar worth,35
755,"Awalnya kesana sepi pengunjung, tapi tiba2 rame juga.",4,53,awal kesana sepi unjung tapi tiba rame,38
756,Tempat asik dan kendaraan aman,5,30,asik kendara aman,17
757,"Mie porsi dikit, pesen lv 1 dikasih lv 5. Gila pedes bgt gabisa ngerasain  mana lama masaknya hampir setjam lebih pdhl cuma beli 2porsi aja",1,139,mie porsi dikit sen lv kasih lv gila pedes bgt gabisa ngerasain mana lama masak hampir setjam lebih pdhl cuma beli porsi aja,124
758,"Koi ga usa diragukan lagi, deh, dia punya banyak varian minuman yg enak semua! Bisa custom gula dan es nya, sesuai selera customer/pembelinya. Highly recommended dr ak : OVALTINE MACHIATO, nya! Dari dulu sampe skg tetep enak, gurih manis seger",5,243,koi ga usa ragu deh punya banyak varian enak semua custom gula es sesuai selera customer bel highly recommended dr ak ovaltine machiato dulu sampe skg tetep enak gurih manis seger,179
759,Cukup memuaskan,5,15,cukup muas,10
760,Tempat nyaman buat ngobrol dan bisnis,5,37,nyaman buat ngobrol bisnis,26
761,"Ke Starbuck Gubeng pas banget dengan Tumbler day, akhirnga lumayan bisa dapat harga diskonan Parkiran lumayan luas dengan pelayanan yang sigap. Kasirnya juga ramah ramah lah. Nongki nongki cocok lah di sini bareng teman teman geng atau keluarga. Pilihan minumannya jg standar Starbuck, mau kopi ataupun non-kopi.. Harganya juga cocok aja dengan kalangan menengah ke atas. Dietary restrictions: Porsinya dikit Parking: Parkir motor 3ribu loh Kid-friendliness: Kurang sesuai dengan anak",4,484,starbuck gubeng pas banget tumbler day akhirnga lumayan harga diskon parkir lumayan luas sigap kasir ramah ramah lah nongki nongki cocok lah sini bareng teman teman geng keluarga pilih jg standar starbuck mau kopi nonkopi harga cocok aja kalang tengah atas dietary restrictions porsi dikit parking parkir motor ribu loh kidfriendliness kurang sesuai anak,354
762,Mie ayamnya enakkk,5,18,mie ayam enakkk,15
763,Beberapa kali pick up kopi kenangan disini. Rasanya enak sesuai sop. Tempatnya jg strategis di dalem pom bensin jd parkiran mobilnya gampang.,5,141,beberapa kali pick kopi kenang sini rasa enak sesuai sop jg strategis dalem pom bensin jd parkir mobil gampang,110
764,Excelso terlama. Cuma pesan 2 minuman sampai satu jam belum keluar. Berkali-kali tanya waitress percuma.,1,104,excelso lama cuma pesan satu jam belum keluar kali tanya waitress percuma,73
765,Murah .. service cepet..bersih lokasinya ..,3,43,murah service cepet bersih lokasi,33
766,Pelayanannya cepat,5,18,cepat,5
767,tempatnya enak banget buat nongkrong,5,36,enak banget buat nongkrong,26
768,"Pelayanan sangat cepat, barista ramah, rasa produk sangat enak .. Mantaapp, perlu dicoba gaesss",5,95,sangat cepat barista ramah rasa produk sangat enak mantaapp perlu coba gaesss,77
769,Beri menu dengan harga mahasiswa supaya LBH laris manis ibu.. rasa makan sudah mntull Vegetarian options: Menu dan harganya yang pas untuk mahasiswa,3,148,beri menu harga mahasiswa lbh laris manis ibu rasa mntull vegetarian options menu harga pas mahasiswa,101
770,Nasi udang nya jadi favorit. Nasi empalnya juga enak. Selain itu ada berbagai pilihan menu masakan Indonesia lainnya. Parking: Di dalam mall,5,140,nasi udang jadi favorit nasi empal enak selain bagai pilih menu masakan indonesia lain parking mall,99
771,"Dulu sering kesini pas masih branding kopi kenangan. Tempatnya jadi lebih mewah, lebih comfy dengan harga yg berbeda tentu saja dengan kopken biasa. Tapi layanannya bagus, lebih nyaman untuk wfc dan wifinya cukup kencang. Good job",5,230,dulu sering kesini pas masih branding kopi kenang jadi lebih mewah lebih comfy harga beda tentu kopken biasa tapi bagus lebih nyaman wfc wifinya cukup kencang good job,167
772,"Salah satu Outlet Gacoan terbaru di Merr sebrang Unair C tempatnya cozy, gak crowded dan pelayanan cepat. Cocok untuk warga lokal yang ingin gacoan dan gak bikin tantrum karena gak antre mengular",5,195,salah satu outlet gaco baru merr sebrang unair cozy gak crowded cepat cocok warga lokal gaco gak bikin tantrum karena gak antre ular,132
773,Masakan Indonesia dengan rasa yang lumayan ok. Tempatnya juga bagus.,5,68,masakan indonesia rasa lumayan bagus,36
774,Oke dan cukup luas.,4,19,oke cukup luas,14
775,Sebenarnya tiap ke sby pasti saya ke foodcourt lt 4 pasar atom. Dari sekian makanan yg ada di sana. Hanya satu pelayanan yg sangat tidak ramah dan terkesan asal2an di depot Bu Rudy. Dgn nama yg sangat terkenal tp pelayanan yg nol besar baik dari karyawan maupun pemiliknya(cowok). Ketika saya membeli 2 porsi makanan dan minta dibungkusksn 1 nasi putih. Langsung dijawab tidak ada oleh pemiliknya dgn alasan nasi tdk cukup buat yg lain. Wow klu emang habis kita maklum. Ini nasi msh banyak dan jam makan siang sdh lewat di jam 15.00. Tolong ya koko yg Ganteng di cek dulu sebelum mengecewakan pembeli.,1,601,benar tiap sby foodcourt lt pasar atom sekian sana satu sangat tidak ramah kes asal depot bu rudy dgn nama sangat kenal tp nol besar baik karyawan maupun milik cowok beli porsi minta dibungkusksn nasi putih langsung jawab tidak milik dgn alas nasi tdk cukup buat lain wow klu emang habis maklum nasi msh banyak jam siang sdh lewat jam tolong koko ganteng cek dulu belum kecewa beli,381
776,Tempatnya kecil tpi lumayan dingin gaes,4,39,kecil tpi lumayan dingin gaes,29
777,"Suasananya pas,, tenang dan tidak begitu ramai",5,46,suasana pas tenang tidak begitu ramai,37
778,Tempat dengan suasana nyaman pelayanan ramah mungkin unktuk kelas mid & higher sesekali mencoba hhhmmm..,5,104,suasana nyaman ramah mungkin unktuk kelas mid higher sekal coba hhhmmm,70
779,"kalo soal kopi, rasa dan kualitas excelso bisa diadu dengan kopi lainnya, ini excelso tp 6, tempat cukup luas dan bagus, ada spot balkonnya yang nyaman banget liat pepohonan di gedung juga air mancur. makanannya enak, kali ini saya order chicken salad, rasa pas, porsi juga pas. hanya aja nunggunya agak sedikit lama sekitar 25 menitan, mungkin karena baru buka jadi mereka prepare dulu. but overall the quality of food is good and super service.",5,446,kalo soal kopi rasa kualitas excelso adu kopi lain excelso tp cukup luas bagus spot balkon nyaman banget liat pohon gedung air mancur enak kali order chicken salad rasa pas porsi pas aja nunggunya agak sedikit lama menit mungkin karena baru buka jadi prepare dulu overall quality food good super service,303
780,Enak dan tempat nyaman,5,22,enak nyaman,11
781,Dapat orderan gofood tapi gak ada barang... mainin driver yg lagi kerja... Merugikan driver,1,91,order gofood tapi gak barang mainin driver kerja rugi driver,60
782,Pelayanannya sangat ramah untuk mbak nya sama mas nya terima kasih banyakk layak bintang 5,5,90,sangat ramah mbak sama mas terima kasih banyakk layak bintang,61
783,Pelayanannya kurang cekatan ... minuman diatas meja sampek numpuk es batu smpai mencair gk dianter in ... kalau kurang personil tambah personil,1,143,kurang cekat atas meja sampek numpuk es batu smpai cair gk anter kalau kurang personil tambah personil,102
784,Kasirmu kasih struk pake tangan kiri,1,36,kasir kasih struk pake tangan kiri,34
785,Enak makananya dan saya puas banget,5,35,enak makananya puas banget,26
786,"Makanan, layanan dan suasana sangat menyenangkan",5,48,suasana sangat senang,21
787,Tempat duduk rame,5,17,duduk rame,10
788,Ternyata ada snacknya enak lagi paketannya lebih murah,5,54,nyata snacknya enak paket lebih murah,37
789,Lokasinya nyaman sekali gk bising,5,33,lokasi nyaman sekali gk bising,30
790,"iz1n sh4re 29-6-2023 pkl 18.00 ,d prjlnan na1k r4nggaj4ti Tmn dtndng 0leh l4ki2 & pl4ku dsmbnyikn 0leh m4n4j3mn & pg4w4i KAI Sngkt  cr1ta ,Tmn sy mnglmi kkr4s4n f1s1k dan blm ad tngng jwb dr KAI & k5us in jg tdk s3pel3 . kl0 cmn soal mnt m4af it omdo ,prlu s0lus1 yg b1jak & ad1l spy k dpn tdk trlng kmbal1 k0nd3ktr yg mnj4ga za1nudin & s4tpu5 brn4ma m1ksun, pnjg ksir brnama Suhad1 In m1r1p kjd1an d TP m4l  sby jg tmn sy khlngn wkt & jg u4ng krn trlmbt dhngi ptgs brn4ma suhadi  pdhl Kreta sdh d dpn m4ta , tp mlh dsrh c3t4k tket . Pnglmn  sl4m4 in, pnumpng lngsng msk tnp prlu kalo wkt m3p3t In m4n4jmn KAI b0br0k",3,616,iz sh pkl prjlnan na r nggaj ti tmn dtndng leh ki pl ku dsmbnyikn leh n mn pg kai sngkt cr ta tmn sy mnglmi kkr n blm ad tngng jwb dr kai us jg tdk pel kl cmn soal mnt af omdo prlu lus jak ad spy dpn tdk trlng kmbal nd ktr mnj ga za nudin tpu brn ksun pnjg ksir brnama suhad r kjd tp l sby jg tmn sy khlngn wkt jg ng krn trlmbt dhngi ptgs brn suhad pdhl kreta sdh dpn ta tp mlh dsrh tket pnglmn sl pnumpng lngsng msk tnp prlu kalo wkt p n jmn kai br k,451
791,"pelayanan sangat buruk, baru pilih menu sudah diburu buruin sama kasirnya",1,73,sangat buruk baru pilih menu buru buruin sama kasir,51
792,"maaf banget, saya pesen di grabfood nambah kenangan blend tapi espressonya ga dimasukin, gmn si:(((((",2,101,maaf banget sen grabfood nambah kenang blend tapi espressonya ga dimasukin gmn si,81
793,"Ramah, racikan pas sesuai request",5,33,ramah racik pas sesuai request,30
794,pelayanan cepat dan ramah !,5,27,cepat ramah,11
795,Tempat buat meet up sama klien di timur.,5,40,buat meet sama klien timur,26
796,"Tempat yang sangat cocok buat ngrayain ultah bestie. Suasana nyaman dan sangat cozy, terdapat indoor dan outdoor room bestie. Siapapun yang suka pedas, jangan nanggung pedasnya,, langsung pesan level.10 ya bestie. Pedasnya nampol, nikmat rasanya. Harganya pun terjangkau untuk minuman mulai dari 5000/gelas makanannya mulai dari 8000/porsi bestie.. Besok besok kalau mau ngrayain ultah disini , undang aku ya bestie. Parking: Di seberangnya Indomaret",5,450,sangat cocok buat ngrayain ultah bestie suasana nyaman sangat cozy indoor outdoor room bestie siapa suka pedas jangan nanggung pedas langsung pesan level bestie pedas nampol nikmat rasa harga jangkau mulai gelas mulai porsi bestie besok besok kalau mau ngrayain ultah sini undang aku bestie parking seberang indomaret,317
797,pelayanannya baik dan ramah,5,27,baik ramah,10
798,tempatnya nyaman buat nongkrong,5,31,nyaman buat nongkrong,21
799,"Buka 24 jam, parkiran luas",5,26,buka jam parkir luas,20
800,"Semua mas yg jaga response nya cepat dan ramah , semoga bisa di pertahankan yah . Josssss",5,89,semua mas jaga response cepat ramah moga tahan yah josssss,58
801,Makanan enak. Tempatnya bersih. Kuar makanannya cepat.,4,54,enak bersih kuar cepat,22
802,Bad Experience. Kasir nya bad attitude. Gak akan balik lagi ke cheskee,1,70,bad experience kasir bad attitude gak balik cheskee,51
803,Porsi mantapp,5,13,porsi mantapp,13
