ID,REVIEW,LABEL,LENGTH,PREPROCESS,LENGTH_PRE
656,"Saya suka sambal nya .. makanan nya juga mantap , cuma nota pembeliannya yang oret oretan .  Aduhh.. !!!",4,104,suka sambal mantap cuma nota beli oret oret aduhh,49
657,"Tolong untuk pihak gacoan. Itu jukirnya dikondisikan ya gausa kek preman maen foto foto orang karena tidak mau parkir? Parking: Juru parkir nya tolong untuk rambutnya gondrong itu dikondisikan gausa maen foto orang, memang kenapa kalau difoto kak? Mau dicari dipukul kah?",1,271,tolong pihak gaco jukirnya kondisi gausa kek preman maen foto foto orang karena tidak mau parkir parking juru parkir tolong rambut gondrong kondisi gausa maen foto orang memang kenapa kalau foto kak mau cari pukul,213
658,Bertempat didalam mall Tunjungan Plaza 5 Surabaya dekat dengan outlet kosmetik. tempat nya nyaman dan bersih. Enak banget untuk sekedar nongkrong bersama teman ataupun keluarga pelayanan nya ramah dan cepat. Recommended,5,219,mall tunjung plaza surabaya dekat outlet kosmetik nyaman bersih enak banget dar nongkrong sama teman keluarga ramah cepat recommended,133
659,tempat nya kecil. Service nyaman.,3,33,kecil service nyaman,20
660,"tempat nya besar, nyaman, makanan nya gausa diragukan lagi",5,58,besar nyaman gausa ragu,23
661,"Jumat jam 13:12 pesanan banyak yang kerjain 1 orang, mana harus urus nota , bikin minuman, jadi bos jangan serakah!",1,115,jumat jam pesan banyak kerjain orang mana urus nota bikin jadi bos jangan serakah,81
662,"Setelah perjalanan jauh, bolehlah sekeluarga singgah disini.",5,60,telah jalan jauh keluarga singgah sini,38
663,"Yang cari mie mapan di mall bisa ke royal, di lantai food court yang paling bawah, dekat Hypermart. Pesannya pangsit mie bakwan porsi dewasa, dan menu barunya yang mie kuah gulai. rasa nya enak, tipikal tekstur mie yang tipis pipih. Untuk menu barunya, kuah gulainya enak gurih dan disajikan terpisah, namun ketika di campur dengan mienya, kurang terasa gurihnya, ada topping ayam krispinya, enak banget dan crunchy.",5,416,cari mie mapan mall royal lantai food court paling bawah dekat hypermart pesan pangsit mie bakwan porsi dewasa menu baru mie kuah gulai rasa enak tipikal tekstur mie tipis pipih menu baru kuah gulai enak gurih saji pisah namun campur mienya kurang asa gurih topping ayam krispinya enak banget crunchy,300
664,murah murah dan terjangkau harga nya,5,36,murah murah jangkau harga,25
665,Menunggu dan menikmati .rasa sama .masih jadi paforit kopi ya kenangan tidak terlupakan,5,87,tunggu nikmat rasa sama masih jadi paforit kopi kenang tidak lupa,65
666,"Baru kali ini menemukan resto tidak bisa memilih tempat duduk sendiri alias mengikuti no yang di berikan kasir, tetapi good ide agar tidak sembarangan orang memilih tempat duduk sebelum memesan...",5,196,baru kali temu resto tidak pilih duduk sendiri alias ikut no ikan kasir tetapi good ide tidak sembarang orang pilih duduk belum mes,131
667,"pegawai nya ramah, peka banget waktu lagi cari nomor meja langsung cepat cariin dong",5,84,pegawai ramah peka banget waktu cari nomor meja langsung cepat cariin,69
668,"Menu favorit kalau disini itu Ovaltine Macchiato, no sugar dan less ice karena rasa susunya sudah agak manis. Cream macchiatonya ini enak banget, lembut, creamy dan manis nya pas. Lebih baik diminum langsung tanpa sedotan, ntar krimnya nempel di bibir kalian. pelayanan nya juga cepat dan tempat cafenya cozy.",4,309,menu favorit kalau sini ovaltine macchiato no sugar less ice karena rasa susu agak manis cream macchiatonya enak banget lembut creamy manis pas lebih baik langsung tanpa sedot ntar krim nempel bibir kalian cepat cafenya cozy,224
669,"santai enak buat kerja tugas, tetapi harga parkir tidak standard",4,64,santai enak buat kerja tugas tetapi harga parkir tidak standard,63
670,"Overall saya suka vibes nya, sofa ada, smoking room sendiri ada, hanya sayang pizza nya terlambat datang ada 40 menit an menunggu.. juga sayang orange juice nya tidak asli buah itu saja..",4,187,overall suka vibes sofa smoking room sendiri sayang pizza lambat datang menit tunggu sayang orange juice tidak asli buah,120
671,"Cabang mie mapan terparah. Pelayanan super lama. Pesanan yang datang ada yang salah, padahal pelayan sudah konfirmasi ulang pesanan. Memaksa untuk diterima.",1,156,cabang mie mapan parah super lama pesan datang salah padahal konfirmasi ulang pesan paksa terima,96
672,"Rasa sambal pencitnya kurang asam, kurang segar sih, yang dominan aroma terasi dan rasa nya cukup pedas, dan harga nya bisa dibilang tidak terlalu mahal untuk sekelas depot",4,172,rasa sambal cit kurang asam kurang segar sih dominan aroma terasi rasa cukup pedas harga bilang tidak terlalu mahal kelas depot,127
673,Pelayanan nya lama bngat dan kurang sopan,1,41,lama bngat kurang sopan,23
674,"Padahal pas dateng belum close order (sekitar 21.20 kurang begitu keknya), tetapi pembeli dateng kek tidak suka begitu ya    jadi takut beli lagi ke outlet ini.",2,160,padahal pas dateng belum close order kurang begitu kek tetapi beli dateng kek tidak suka begitu jadi takut beli outlet,118
675,"staff nya ramah, pelayanan cepat. tempat dine-in luas, ada smoking area juga. minuman nya ya sama seperti outlet lain.",5,118,staff ramah cepat dinein luas smoking area sama outlet lain,59
676,Nice spot buat ngopi outdoor vibes mall. Jam 5pm sudah sepi jadi nyaman buat ngopi sambil kerja di sini. tidak ada AC jadi cukup panas.,4,135,nice spot buat ngopi outdoor vibes mall jam pm sepi jadi nyaman buat ngopi kerja sini tidak ac jadi cukup panas,111
677,"menyusahkan orang, kalau sudah tutup, online nya juga ditutup woi Jangan tetap dbka. mematikan rezeki orang lain",1,112,susah orang kalau tutup online tutup woi jangan tetap dbka mati rezeki orang lain,81
678,pelayan tidak sopan,1,19,tidak sopan,11
679,"Mantap unit saya dapat istimewa, transaksi lancar berkat bantuan sales marketing kak sony dan team admin, sangat recommended jual/beli mobil seken di berkat sejahtera, semoga unit saya awet   terimakasih",5,203,mantap unit istimewa transaksi lancar berkat bantu sales marketing kak sony team admin sangat recommended jual beli mobil ken berkat sejahtera moga unit awet terimakasih,169
680,Sangat pas buat nongkrong malam mingguan,5,40,sangat pas buat nongkrong malam minggu,38
681,Pegawai malas dan tidak ramah. Pesanan sudah ready tidak ada yang manggil padahal tidak ada antrian,1,99,pegawai malas tidak ramah pesan ready tidak manggil padahal tidak antri,71
682,makanan nya enak,5,16,enak,4
683,"Pelayanan sangat ramah, bersih, makanan nya enak enak",5,53,sangat ramah bersih enak enak,29
684,Layanan lambat  katanya resto super...  Driver dateng baru dbuat notany belum di apa2in... Padahal ngk antri,1,108,lambat kata resto super driver dateng baru dbuat notany belum apa padahal ngk antri,83
685,Blah...blah..blah..,3,19,blah blah blah,14
686,Tempat nongkrong minum kopi kalangan menengah ke atas,4,53,nongkrong kopi kalang tengah atas,33
687,bersih dan nyaman,5,17,bersih nyaman,13
688,"karyawan nya baik, ramah, pelayanan nya cepat juga, tempat nyaman banget deh",5,76,karyawan baik ramah cepat nyaman banget,39
689,"kemarin pesan disini ayam bakar, ikan bakar, cah kangkung, sambal terasi, minuman jus alpukat, jus mangga, es degan dan lain lain, over all enak semua sih, pelayanan lumayan cepat tetapi karena memang masih belum ada pengunjung lainnya, parkir cukup luas untuk 5-6 mobil. recommended Parking: parkir mobil 6",5,307,kemarin pesan sini ayam bakar ikan bakar cah kangkung sambal terasi jus alpukat jus mangga es degan lain lain all enak semua sih lumayan cepat tetapi karena memang masih belum unjung lain parkir cukup luas mobil recommended parking parkir mobil,244
690,Mantap seperti biasanya,5,23,mantap biasa,12
691,"Tempat enak nyaman makanan enak, kopi nya enak",5,46,enak nyaman enak kopi enak,26
692,Beli chatime parkir 10 ribu lebih mahal parkir nya timbang chatime nya. Ngeri. masa tidak ada kerjasama untuk pelanggn chatime yang parkir di depan apartemen nya.,1,162,beli chatime parkir ribu lebih mahal parkir timbang chatime ngeri masa tidak kerjasama pelanggn chatime parkir depan apartemen,126
693,Pelayanan cepat,4,15,cepat,5
694,Enak banget,5,11,enak banget,11
695,"Tolong itu tukang parkir liar nya ditertibkan, masa SPBU ada tukang parkir nya? sudah tidak bantuin parkir, malah nyolot maksa bayar. Enak banget duduk-duduk dapet duit. Padahal dulu saya sering kesini tidak ada tukang parkir nya.",2,230,tolong tukang parkir liar tertib masa spbu tukang parkir tidak bantuin parkir malah nyolot maksa bayar enak banget duduk dapet duit padahal dulu sering kesini tidak tukang parkir,178
696,Excelco yang di tetapi 6 ada indoor dan outdoor juga ya . Makanan yang dihidangkan sama rasa nya dengan excelco yang lain ya . Jangan membeli dengan gabung promo ya karena tidak bisa digabung.,5,192,excelco tetapi indoor outdoor hidang sama rasa excelco lain jangan beli gabung promo karena tidak gabung,104
697,"Sesuai standard Kopken umumnya pelayanan nya cepat karena kelihaian penjaga toko & minim antrean Ada tempat duduk juga Kelemahan nya tidak tersedia stopkontak, jadi kalau mau kesini laptop harus sudah diisi daya/tidak rusak baterai nya",4,235,sesuai standard umum cepat karena lihai jaga toko minim antre duduk lemah tidak sedia stopkontak jadi kalau mau kesini laptop isi daya tidak rusak baterai,154
698,"Lokasi strategis, makanan enak, ruangan lapang & menyenangkan , bisa beli oleh dibawa pulang",5,92,lokasi strategis enak ruang lapang senang beli bawa pulang,58
699,tempatnya sama seperti yang lain .....,5,38,sama lain,9
700,ANTRIAN DRIVER SHOPEE FOOD SUPER LAMA DARIPADA GACOAN AMBENGAN  !,1,65,antri driver shopee food super lama daripada gaco ambengan,58
701,Kopi enak dan nikmat,5,20,kopi enak nikmat,16
702,Bisa di lebih cepat lagi kinerja nya...,2,39,lebih cepat kerja,17
703,semua nya bintang 5 termasuk harga nya,5,38,semua bintang masuk harga,25
704,Space nya maybe di perbesar lagi yah ,5,37,space maybe besar yah,21
705,ayam nya agak amis....harga agak mahal,2,38,ayam agak amis harga agak mahal,31
706,"tempat nya nyaman dan bersih, pelayanan nya juga cepat",5,54,nyaman bersih cepat,19
707,Nyaman buat santai..,5,20,nyaman buat santai,18
708,Cita rasa makanan nya tidak perlu diragukan Pasti enak banget Cuma cukup dapat dikatakan cukup sesak juga,5,105,cita rasa tidak perlu ragu enak banget cuma cukup kata cukup sesak,66
709,"tempat tidak terlalu besar, dan kesan nya sempit, kebersihan kurang harus nya sekelas resto wajib setiap saat memantau kebersihan agar lebih bersih dan nyaman untuk makan di tempat",4,180,tidak terlalu besar kesan sempit bersih kurang kelas resto wajib tiap pantau bersih lebih bersih nyaman,103
710,"Payment pakai gopay, server nya error.. disuruh bayar lagi, info nya segera diganti/ di transfer, sudah tanda tangan BAP segala macem sampai lebih dari sebulan uang 34rb tidak juga di transfer . Sayang banget pdahal sering beli chatime tetapi pelayanan manajemen nya sangat lambat",1,280,payment pakai gopay server error suruh bayar info segera ganti transfer tanda tangan bap segala macem lebih bulan uang rb tidak transfer sayang banget pdahal sering beli chatime tetapi manajemen sangat lambat,208
711,Ini resto dapet rekor MURI..resto terlama sepanjang sejarah.. Sangat lelet sekali,1,81,resto dapet rekor muri resto lama panjang sejarah sangat lelet sekali,69
712,enak banget suasana nya nyaman banget buat nongkrong tipis tipis,5,64,enak banget suasana nyaman banget buat nongkrong tipis tipis,60
713,Distracting,5,11,distracting,11
714,tempat nya luas parkir aman,5,27,luas parkir aman,16
715,"Nyaman, akses nya mudah karena dalam sogo, cuma sering bau rokok, padahal bukan smoking area",4,92,nyaman akses mudah karena sogo cuma sering bau rokok padahal bukan smoking area,79
716,"[LUPAKAN MANTAN, INGAT kopken!] Brand KOPI yang satu ini tentunya sudah jadi ikon #KopiWajib untuk semua kalangan, bukan? Kehadiran kopken di bidang minuman kopi berhasil meramaikan #KopiKekinian di Indonesia! #KopiKenangan didirikan pertama kali pada tahun 2017, dengan kedai pertama nya di kawasan Kuningan, Jakarta. Pada hari pertama jualan, bisa berhasil menjual 700 gelas kopi saja dan dalam waktu 2 tahun, kopken telah membuka lebih dari 230 kedai di seluruh Indonesia! Ini #KopiKenanganMantan dari @kopikenangan.id yang aku beli di salah satu #ContainerKopi di Surabaya. Tenang saja, ada banyak #ContainerKopi yang tersebar di kota kamu untuk beli kopi favourite kamu, kok! So, check it out! Sudah minum kopken, hari ini?",5,728,lupa mantan ingat brand kopi satu tentu jadi ikon kopiwajib semua kalang bukan hadir bidang kopi hasil ramai kopikekinian indonesia kopikenangan diri pertama kali tahun kedai pertama kawasan kuningan jakarta hari pertama jual hasil jual gelas kopi waktu tahun telah buka lebih kedai seluruh indonesia kopikenanganmantan kopikenangan id aku beli salah satu containerkopi surabaya tenang banyak containerkopi sebar kota kamu beli kopi favourite kamu kok check hari,462
717,enak banget,5,11,enak banget,11
718,Oke juga tempat nya,5,19,oke,3
719,"Letaknya persis sebelahan sama starbucks. cuma di sini aga bagaimana begitu secara lokasi, sekarang cukup terbantu dengan adanya free wifi kopken, dulu pas belum ada wifi susah sinyal (atau memang hp yang kentang)",5,213,letak persis belah sama starbucks cuma sini aga bagaimana begitu cara lokasi sekarang cukup bantu free wifi dulu pas belum wifi susah sinyal memang hp kentang,158
720,"Selalu suka menu di mapan. Walo yang terkenal itu mie nya, tetapi sambalan. Ya juga layak di coba",5,97,selalu suka menu mapan walo kenal mie tetapi sambal layak coba,62
721,tempat nya di perempatan jalan..gampang terlihat di sebrang jalan,5,65,empat jalan gampang lihat sebrang jalan,39
722,Tolong buka tepat waktu ya. Saya bela-belain kesini jam 7 pagi eh orang nya belum dateng. Mana di app & di pintu tulisannya tetep buka jam 7 pagi,2,145,tolong buka tepat waktu belabelain kesini jam pagi orang belum dateng mana app pintu tulis tetep buka jam pagi,110
723,"wajib kesini, no fake fake",5,26,wajib kesini no fake fake,25
724,"Semua olahan ikannya enak segerrr pedas sambal nyaa pas, tempat nya nyaman dan cocok untuk acara kantor maupun keluarga. Toilet nyaa juga bersih, ada mushola juga. Untuk parkir nya lumayan luas.",5,194,semua olah ikan enak segerrr pedas sambal nyaa pas nyaman cocok acara kantor maupun keluarga toilet nyaa bersih mushola parkir lumayan luas,139
725,"tempat nya luas, parkir luas, bisa drive thru, 24 jam, penyajian nya cukup cepat, nyaman buat nongkrong lama.",4,109,luas parkir luas drive thru jam saji cukup cepat nyaman buat nongkrong lama,75
726,"tempat bagus, nyaman, dan makanan nya enak",5,42,bagus nyaman enak,17
727,Kopi favorit pakai banget,5,25,kopi favorit pakai banget,25
728,mantap tempat nya,5,17,mantap,6
729,Tetep pertahankan kualitasnya,5,29,tetep tahan kualitas,20
730,"Resto yang menyediakan pilihan menu olahan steak yang otentik. Tersedia berbagai varian menu steak sapi dan ayam. Harga steak bervariasi antara rentang 50-100 ribu. Suasana yang cozy dan pelayanan yang ramah membuat resto ini menjadi langganan. Tersedia ruang khusus yang dapat disewa untuk acara seperti ulang tahun, engagement ataupun gathering. kalau ruang indoor penuh, masih tersedia area outdoor yang instagramable.",5,421,resto sedia pilih menu olah steak otentik sedia bagai varian menu steak sapi ayam harga steak variasi rentang ribu suasana cozy ramah buat resto jadi langgan sedia ruang khusus sewa acara ulang tahun engagement gathering kalau ruang indoor penuh masih sedia area outdoor instagramable,284
731,harga nya murah kualitas terbaik tidak akan kalah saing dengan starbucks produk sebelah kalau ngopi disini. Pokoknya senang banget ngopi disini pelayanan nya juga ramah2 dan banyaknya standarisasi hiegenis dan all product nya hallal   juara deh kopken. Terimakasih kopken,5,271,harga murah kualitas baik tidak kalah saing starbucks produk belah kalau ngopi sini pokok senang banget ngopi sini ramah banyak standar hiegenis all product hallal juara terimakasih,181
732,"chatime salah satu brand minuman favorit aku , dan coba beli di delta plaza ternyata pelayanan nya super duper ramah. Thank you buat kak kak chatime sudah kasih pelayanan yang oke banget",5,186,chatime salah satu brand favorit aku coba beli delta plaza nyata super duper ramah thank buat kak kak chatime kasih oke banget,126
733,"one of the most cozy chatime in town, tempat nya nyaman banget buat ngobrol berlama2 sama teman atau pasangan.., adem, bersih, banyak kursi.., dan ada beberapa brand yang lain disana (lebih cenderung ke makanan)",5,211,one cozy chatime town nyaman banget buat ngobrol berlama sama teman pasang adem bersih banyak kursi beberapa brand lain sana lebih cenderung,140
734,tempat nya nyaman..ini kali ke 5 saya makan disini lagi lagi karena ada undangan ulang tahun...alhamdlh. biasanya dapat tempat duduk di bagian depan..tetapi kali ini dapat tempat duduk agak masuk.ke dalam..ternyata semakin ke dalam tempat nya semakin luas dan bagus..tidak engap..makanan sudah pasti pas dilidah saya ya..pelayannya cepat tanggap dan sopan semua..saya suka,5,372,nyaman kali sini karena undang ulang tahun alhamdlh biasa duduk depan tetapi kali duduk agak masuk nyata makin makin luas bagus tidak engap pas lidah cepat tanggap sopan semua suka,180
735,Sesuaikan jam buka Bilang jam 21.00 tetapi 20.35 sudah tutup Buang buang waktu,1,78,sesuai jam buka bilang jam tetapi tutup buang buang waktu,57
736,Minum kopi,5,10,kopi,4
737,"setiap hari beli disini. Masukan kalau pagi tambah personil karena banyak customer antri, personil nya hanya 1. Pagi kan banyak orang berangkat kerja beli kopi dulu. Coba dipikirkan",4,181,tiap hari beli sini masuk kalau pagi tambah personil karena banyak customer antri personil pagi kan banyak orang berangkat kerja beli kopi dulu coba pikir,154
738,Pelayanan cepat dan menawarkan aplikasi mobile apps memudahkan customer untuk pesan chatime,5,91,cepat tawar aplikasi mobile apps mudah customer pesan chatime,61
739,Kasir nya Kurang Ramah..,3,24,kasir kurang ramah,18
740,menu nya selalu sipppp,5,22,menu selalu sipppp,18
741,"Lagi haus beli Koi, kebetulan hari ini ada promo Combo, beli 2 hanya Rp.58 ribu, combo nya Mango yakult juice dan creamy matcha. Creamy matcha nya enak, tidak terlalu manis, matcha nya terasa banget. Mango yakult juice nya manis banget padahal sudah half sugar.",5,261,haus beli betul hari promo combo beli rp ribu combo mango yakult juice creamy matcha creamy matcha enak tidak terlalu manis matcha asa banget mango yakult juice manis banget padahal half sugar,192
742,recommended,5,11,recommended,11
743,Parah kasir nya. SOP resto tidak TOTALITAS banget  ...!!! Seharusnya antrian 914...dikarenakan salah INPUT JADI MALAH ULANG ANTRI JADI 921. sudah tahu pocc dapat pesanan ..jauh ... Costumer marah ngomel jadi kena bintang 1 turun bintang ...parah....!!!! Karena kelamaan ...,1,273,parah kasir sop resto tidak totalitas banget antri karena salah input jadi malah ulang antri jadi tahu pocc pesan jauh costumer marah ngomel jadi kena bintang turun bintang parah karena lama,190
744,Bagus dan ramai.,5,16,bagus ramai,11
745,"Makanan enak, baik itu penyetan dan mie. Bulan Desember ini juga banyak promo menarik.",5,86,enak baik penyet mie bulan desember banyak promo tarik,54
746,steak salmon enak dan es cream juga enak Vegetarian options: Ada salad Dietary restrictions: Salad okey Parking: Ada tempat parkir banyak Kid-friendliness: Banyak menu anak Wheelchair accessibility: Bisa untuk kursi roda,5,220,steak salmon enak es cream enak vegetarian options salad dietary restrictions salad okey parking parkir banyak kidfriendliness banyak menu anak wheelchair accessibility kursi roda,179
747,Ada plastik nya dalam minuman nya. Dafuq,1,40,plastik dafuq,13
748,Lumayanlah,4,10,lumayan,7
749,Bersih dan bagus layanan nya,3,28,bersih bagus,12
750,"Tempat strategis, udang rambutan nya juara banget sering kalau lewat pulang kerja mampir beli, tempat bersih dan staff crew nya ramah ramah mantap banget",5,153,strategis udang rambutan juara banget sering kalau lewat pulang kerja mampir beli bersih staff crew ramah ramah mantap banget,125
751,"pelayanan nya bagus, good service, kak sheila ramah senyum banget",5,65,bagus good service kak sheila ramah senyum banget,49
752,Mungkin bisa lebih baik lagi ya untuk kasir siang hari ini saya sudah datang dahulu di suruh antri dari belakang lagi,1,117,mungkin lebih baik kasir siang hari datang suruh antri belakang,63
753,Mie sama gorengan nya enak begitu sinkron dilidah nyam...nyam ..,5,64,mie sama goreng enak begitu sinkron lidah nyam nyam,51
754,"Mantap Banget, Puas makanan nya enak dan minuman nya segar. worth it",5,68,mantap banget puas enak segar worth,35
755,"awal nya kesana sepi pengunjung, tetapi tiba2 ramai juga.",4,57,awal kesana sepi unjung tetapi tiba ramai,41
756,Tempat asik dan kendaraan aman,5,30,asik kendara aman,17
757,"Mie porsi sedikit, pesan lv 1 dikasih lv 5. Gila pedas banget gabisa ngerasain  mana lama masak nya hampir setengah jam lebih padahal hanya beli 2porsi saja",1,156,mie porsi sedikit pesan lv kasih lv gila pedas banget gabisa ngerasain mana lama masak hampir tengah jam lebih padahal beli porsi,129
758,"Koi tidak usah diragukan lagi, deh, dia punya banyak varian minuman yang enak semua! Bisa custom gula dan es nya, sesuai selera customer/pembeli nya. Highly recommended dari ak : OVALTINE MACHIATO, nya! Dari dulu sampai skg tetep enak, gurih manis segar",5,253,tidak usah ragu punya banyak varian enak semua custom gula es sesuai selera customer beli highly recommended ak ovaltine machiato dulu skg tetep enak gurih manis segar,167
759,Cukup memuaskan,5,15,cukup muas,10
760,Tempat nyaman buat ngobrol dan bisnis,5,37,nyaman buat ngobrol bisnis,26
761,"Ke starbucks Gubeng pas banget dengan Tumbler day, akhirnga lumayan bisa dapat harga diskonan Parkiran lumayan luas dengan pelayanan yang sigap. kasir nya juga ramah ramah lah. Nongki nongkrong cocok lah di sini bareng teman teman geng atau keluarga. Pilihan minuman nya juga standard starbucks, mau kopi ataupun non-kopi.. harga nya juga cocok saja dengan kalangan menengah ke atas. Dietary restrictions: porsi nya sedikit Parking: Parkir motor 3rb loh Kid-friendliness: Kurang sesuai dengan anak",4,497,starbucks gubeng pas banget tumbler day akhirnga lumayan harga diskon parkir lumayan luas sigap kasir ramah ramah lah nongki nongkrong cocok lah sini bareng teman teman geng keluarga pilih standard starbucks mau kopi nonkopi harga cocok kalang tengah atas dietary restrictions porsi sedikit parking parkir motor rb kidfriendliness kurang sesuai anak,349
762,Mie ayam nya enak,5,17,mie ayam enak,13
763,Beberapa kali pick up kopken disini. rasa nya enak sesuai sop. tempat nya juga strategis di dalam pom bensin jadi parkiran mobil nya gampang.,5,141,beberapa kali pick sini rasa enak sesuai sop strategis pom bensin jadi parkir mobil gampang,91
764,Excelso terlama. Cuma pesan 2 minuman sampai satu jam belum keluar. Berkali-kali tanya waitress percuma.,1,104,lama cuma pesan satu jam belum keluar kali tanya waitress percuma,65
765,Murah .. service cepat..bersih lokasi nya ..,3,44,murah service cepat bersih lokasi,33
766,pelayanan nya cepat,5,19,cepat,5
767,tempat nya enak banget buat nongkrong,5,37,enak banget buat nongkrong,26
768,"Pelayanan sangat cepat, barista ramah, rasa produk sangat enak .. Mantap, perlu dicoba gaes",5,91,sangat cepat barista ramah rasa produk sangat enak mantap perlu coba gaes,73
769,Beri menu dengan harga mahasiswa supaya lebih laris manis b.. rasa makan sudah enak Vegetarian options: Menu dan harga nya yang pas untuk mahasiswa,3,147,beri menu harga mahasiswa lebih laris manis rasa enak vegetarian options menu harga pas mahasiswa,97
770,Nasi udang nya jadi favorit. Nasi empal nya juga enak. Selain itu ada berbagai pilihan menu masakan Indonesia lainnya. Parking: Di dalam mall,5,141,nasi udang jadi favorit nasi empal enak selain bagai pilih menu masakan indonesia lain parking mall,99
771,"Dulu sering kesini pas masih branding kopken. tempat nya jadi lebih mewah, lebih comfy dengan harga yang berbeda tentu saja dengan kopken biasa. Tapi layanan nya bagus, lebih nyaman untuk wfc dan wifinya cukup kencang. Good job",5,227,dulu sering kesini pas masih branding jadi lebih mewah lebih comfy harga beda tentu biasa tapi bagus lebih nyaman wfc wifinya cukup kencang good job,148
772,"Salah satu Outlet Gacoan terbaru di Merr sebrang Unair C tempat nya cozy, tidak crowded dan pelayanan cepat. Cocok untuk warga lokal yang ingin gacoan dan tidak bikin tantrum karena tidak antre mengular",5,202,salah satu outlet gaco baru merr sebrang unair cozy tidak crowded cepat cocok warga lokal gaco tidak bikin tantrum karena tidak antre ular,138
773,Masakan Indonesia dengan rasa yang lumayan nyaman. tempat nya juga bagus.,5,73,masakan indonesia rasa lumayan nyaman bagus,43
774,Oke dan cukup luas.,4,19,oke cukup luas,14
775,Sebenarnya setiap ke surabaya pasti saya ke foodcourt lantai 4 pasar atom. Dari sekian makanan yang ada di sana. Hanya satu pelayanan yang sangat tidak ramah dan terkesan asal2an di depot Bu Rudy. dengan nama yang sangat terkenal tetapi pelayanan yang nol besar baik dari karyawan maupun pemilik nya(cowok). Ketika saya membeli 2 porsi makanan dan minta dbngkusksn 1 nasi putih. Langsung dijawab tidak ada oleh pemilik nya dengan alasan nasi tidak cukup buat yang lain. Wow kalau memang habis kita maklum. Ini nasi masih banyak dan jam makan siang sudah lewat di jam 15.00. Tolong ya koko yang Ganteng di cek dulu sebelum mengecewakan pembeli.,1,643,benar tiap surabaya foodcourt lantai pasar atom sekian sana satu sangat tidak ramah kes asal depot bu rudy nama sangat kenal tetapi nol besar baik karyawan maupun milik cowok beli porsi minta dbngkusksn nasi putih langsung jawab tidak milik alas nasi tidak cukup buat lain wow kalau memang habis maklum nasi masih banyak jam siang lewat jam tolong koko ganteng cek dulu belum kecewa beli,387
776,tempat nya kecil tetapi lumayan dingin gaes,4,43,kecil tetapi lumayan dingin gaes,32
777,"Suasana nya pas,, tenang dan tidak begitu ramai",5,47,suasana pas tenang tidak begitu ramai,37
778,Tempat dengan suasana nyaman pelayanan ramah mungkin unktuk kelas mid & higher sesekali mencoba hhhmmm..,5,104,suasana nyaman ramah mungkin unktuk kelas mid higher sekal coba hhhmmm,70
779,"kalau soal kopi, rasa dan kualitas excelso bisa diadu dengan kopi lainnya, ini excelso tetapi 6, tempat cukup luas dan bagus, ada spot balkon nya yang nyaman banget lihat pepohonan di gedung juga air mancur. makanan nya enak, kali ini saya order chicken salad, rasa pas, porsi juga pas. hanya saja nunggu nya agak sedikit lama sekitar 25 menitan, mungkin karena baru buka jadi mereka prepare dulu. but overall the quality of food is good and super service.",5,456,kalau soal kopi rasa kualitas adu kopi lain tetapi cukup luas bagus spot balkon nyaman banget lihat pohon gedung air mancur enak kali order chicken salad rasa pas porsi pas nunggu agak sedikit lama menit mungkin karena baru buka jadi prepare dulu overall quality food good super service,286
780,Enak dan tempat nyaman,5,22,enak nyaman,11
781,Dapat pesanan gofood tetapi tidak ada barang... mainin driver yang lagi kerja... Merugikan driver,1,97,pesan gofood tetapi tidak barang mainin driver kerja rugi driver,64
782,pelayanan nya sangat ramah untuk kak nya sama kak nya terimakasih banyak layak bintang 5,5,88,sangat ramah kak sama kak terimakasih banyak layak bintang,58
783,pelayanan nya kurang cekatan ... minuman diatas meja sampek numpuk es batu smpai mencair tidak diantar in ... kalau kurang personil tambah personil,1,147,kurang cekat atas meja sampek numpuk es batu smpai cair tidak antar kalau kurang personil tambah personil,105
784,Kasirmu kasih struk pakai tangan kiri,1,37,kasir kasih struk pakai tangan kiri,35
785,Enak makana nya dan saya puas banget,5,36,enak makana puas banget,23
786,"Makanan, layanan dan suasana sangat menyenangkan",5,48,suasana sangat senang,21
787,Tempat duduk ramai,5,18,duduk ramai,11
788,Ternyata ada snacknya enak lagi paketannya lebih murah,5,54,nyata snacknya enak paket lebih murah,37
789,lokasi nya nyaman sekali tidak bising,5,37,lokasi nyaman sekali tidak bising,33
